ID;Name_NED;reference;RA (hms);Dec (dms);zbest;zspec;zIRS;source type;MIR_class;refmag;refmag_flag;Rband_name;Rband_flux;Rband_eflux;Kband_name;Kband_flux;Kband_eflux;IRAC1_flux;IRAC1_eflux;IRAC4_flux;IRAC4_eflux;24um_name;24um_flux;24um_eflux;70um_name;70um_flux;70um_eflux;1.4GHz_name;1.4GHz_flux;1.4GHz_eflux;lambda_min;lambda_max;lrest_min;lrest_max;nuLnu2.2;enuLnu2.2;nuLnu3.6;enuLnu3.6;nuLnu5.6;enuLnu5.6;nuLnu7.0;enuLnu7.0;nuLnu9.0;enuLnu9.0;nuLnu10.0;enuLnu10.0;nuLnu12.0;enuLnu12.0;nuLnu14.0;enuLnu14.0;nuLnu15.0;enuLnu15.0;nuLnu18.0;enuLnu18.0;nuLnu20.0;enuLnu20.0;nuLnu25.0;enuLnu25.0;C7-10-14;flagsil;Ssil;eSsil;lambdasil;elambdasil;continuumsil;econtinuumsil;peaksil;epeaksil;EWsil;eEWsil;Integralsil;eIntegralsil;SNRsil;flag62;L62;eL62;EW62;eEW62;Lcont62;eLcont62;f62;ef62;snr62;flag113;L113;eL113;EW113;eEW113;Lcont113;eLcont113;f113;ef113;snr113;5-15um coverage;Lum5-15;rAGN;erAGN;LumAGN;eLumAGN;rHII;erHII;LumHII;eLumHII;rPDR;erPDR;LumPDR;eLumPDR;tau97;etau97;chisq_decomp;redchisq;BIBCODE;AGNtype;Sy1;Sy1.X;Sy2;LINER;QSO;QSO2;Starburst;ULIRG;SMG;other
(hms);(dms);;;;;;(AB mag);;;(Jy);(Jy);;(Jy);(Jy);(Jy);(Jy);(Jy);(Jy);;(Jy);(Jy);;(Jy);(Jy);;(Jy);(Jy);(micron);(micron);(micron);(micron);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);;;;;(micron);(micron);(erg/s/micron);(erg/s/micron);(erg/s/micron);(erg/s/micron);(micron);(micron);(erg/s);(erg/s);;;(erg/s);(erg/s);(micron);(micron);(erg/s/micron);(erg/s/micron);(erg/s/cm2);(erg/s/cm2);;;(erg/s);(erg/s);(micron);(micron);(erg/s/micron);(erg/s/micron);(erg/s/cm2);(erg/s/cm2);;(%);(erg/s);;;(erg/s);(erg/s);;;(erg/s);(erg/s);;;(erg/s);(erg/s);;;;;;;;;;;;;;;;;;;
MIPS537;XFLS CH1 J171759.3+592156;Dasyra09;17:17:59.3;+59:21:56.3;0.39; ;0.39;IRgal;MIR_SB;20.5;R; ; ; ; ; ; ;8.87E-5;1.01E-5;2.82E-4;3.25E-5;IRS;9.5E-4;9,90E+09; ; ; ;NVSS; ; ;9.725;32.966;6.996.403;23.716.547; ; ; ; ; ; ; ; ;4,72E+46;1,24E+46;1,94E+46;1,25E+46;8,36E+46;1,09E+46;4,51E+46;1,21E+46;4,26E+46;1,61E+46;6,81E+46;1,01E+46;7,27E+46;1,01E+46; ; ; ;2;-1.113;1.796;9.8;0.0;1,08E+46;1,49E+45;-7,23E+45;5,94E+45;-0.968;0.316;-1,03E+46;3,95E+45;2.59;-1; ; ; ; ; ; ; ; ; ;0;5,20E+45;1,45E+45;10.076;0.424;5,16E+45;1,62E+45;9,77E-12;2,73E-12;3.575.923.809.807.170;8.003.596.782.684.320;9.98E43;0.0;0.033;0.0;3,30E+45;0.414;0.037;4,13E+46;3,68E+45;0.586;0.038;5,85E+46;3,84E+45;0.135;0.244;55.63;1.32;2009ApJ...701.1123D;no_AGN;false;false;false;false;false;false;false;false;false;true
MIPS542;SSTXFLS J171245.7+593214;Dasyra09;17:12:45.7;+59:32:14.4;0.91; ;0.91;IRgal;MIR_SB; ; ;R (Cousins) m_aper;2.22E-6;6.13E-8; ; ; ;1.2E-4;1.3E-5;0.0;-1.0E-4;24 microns (MIPS);9,00E+11;5.0E-5; ; ; ;NED;1.4E-4;-99.0;14.155;33.97;74.109.945;1.778.534; ; ; ; ; ; ; ; ;2,12E+47;8,96E+46;1.53E44;7,99E+46;3,95E+47;8,82E+46;3,17E+47;5,90E+46;2,21E+47;6,07E+46; ; ; ; ; ; ; ;2;-1.548;1.468;9.8;0.0;2,78E+47;2,50E+46;-2.19E44;9.04E43;-1.464;0.121;-3,97E+47;5,52E+46;7.19;-1; ; ; ; ; ; ; ; ; ;0;1,67E+46;1,62E+46;0.8203;10.624;2,03E+46;1,74E+46;3.96E-15;3,84E-12;10.307.132.118.841.200;7.589.005.470.275.870;9,69E+47;0.355;0.253;3,44E+47;2,46E+47;0.114;0.102;1,11E+47;9,88E+46;0.531;0.159;5,15E+47;1.54E44;0.931;0.485;14.95;0.38;2009ApJ...701.1123D;no_AGN;false;false;false;false;false;false;false;false;false;true
MIPS546;SDSS J171216.05+591121.7;Dasyra09;17:12:16.1;+59:11:22.0;1.07; ;1.07;IRgal;MIR_SB;23.4;g;r (SDSS Model) AB;4.34E-6;7.56E-7; ; ; ;1.73E-4;1.81E-5;1.13E-4;1.65E-5;24 microns (MIPS);9.3E-4;6,00E+10; ; ; ;Condon2003;2,07E+11;2,30E+11;14.153;32.952;68.371.973;15.918.839; ; ; ; ; ; ; ; ;6,82E+47;1,51E+47;2,77E+47;1.6E44;9,82E+47;1,02E+47;8,12E+47;8,66E+46;7,03E+47;1,04E+47; ; ; ; ; ; ; ;2;-1.562;1.791;9.8;0.0;4,47E+47;3,14E+46;-3,54E+47;1,71E+47;-1.196;0.222;-5,24E+47;1,14E+47;4.61;-1; ; ; ; ; ; ; ; ; ;0;6,13E+46;1,69E+46;12.855;0.5788;4,77E+46;1,69E+46;9,72E-12;2,69E-12;3.617.044.969.425.870;8.162.802.696.228.020;2,45E+48;0.259;0.116;6,34E+47;2,85E+47;0.201;0.057;4,91E+47;1.4E44;0.54;0.064;1,32E+48;1,56E+47;0.679;0.237;42.02;0.96;2009ApJ...701.1123D;no_AGN;false;false;false;false;false;false;false;false;false;true
MIPS549;SDSS J171628.78+592920.3;Dasyra09;17:16:28.9;+59:29:21.0;0.93; ;0.93;IRgal;MIR_SB; ; ;r (SDSS Model) AB;5.82E-6;1.01E-6; ; ; ;8.02E-5;9.1E-6;0.0;-1.0E-4;24 microns (MIPS);9.8E-4;5.0E-5; ; ; ;NVSS; ; ;13.982;33.626;72.445.593;17.422.796; ; ; ; ; ; ; ; ;4,79E+47;9,52E+46;2,40E+47;8.49E43;5,53E+47;8,85E+46;3,31E+47;6.17E43;3.5E44;6,33E+46; ; ; ; ; ; ; ;2;-1.336;1.029;9.8;0.0;3,40E+47;3,75E+46;-2,50E+47;9,99E+46;-1.071;0.149;-3,66E+47;7,43E+46;4.93;-1; ; ; ; ; ; ; ; ; ;0;1,32E+46;1,54E+46;0.3226;0.398;4,09E+46;1,59E+46;2,97E-12;3,48E-12;0.8538129034679843;7.755.440.711.975.090;8,99E+47;0.117;0.233;1,06E+47;2,09E+47;0.344;0.126;3,10E+47;1.13E44;0.539;0.115;4,84E+47;1,03E+47;-0.203;0.378;23.35;0.58;2009ApJ...701.1123D;no_AGN;false;false;false;false;false;false;false;false;false;true
MIPS55;SDSS J171506.56+583939.8;Dasyra09;17:15:06.6;+58:39:39.7;0.791;0.791;0.8;IRgal;MIR_SB;20.7;R;r (SDSS Model) AB;1.16E-5;7.28E-7; ; ; ;1.9E-4;1.94E-5;2.76E-4;3.06E-5;24 microns (MIPS);0.004200000000000001;3.52E-4;70 microns (MIPS);0.0499;0.0082;Condon2003;3,40E+11;2,60E+11;14.157;33.971;79.045.224;18.967.617; ; ; ; ; ; ; ; ;9,30E+47;1,07E+47;8,49E+47;8,80E+46;1,33E+48;1,53E+47;1,65E+48;7.96E43;1,88E+48;8,04E+46;2,49E+48;1,19E+47; ; ; ; ; ;2;-0.244;0.352;9.8;0.329;3,39E+47;4,57E+46;-7,34E+46;9,64E+46;-0.202;0.321;-6,80E+46;1.05E44;0.65;-1; ; ; ; ; ; ; ; ; ;0;1,37E+46;1,91E+46;0.1195;0.1682;1,15E+47;1,91E+46;4,61E-12;6,45E-12;0.7155934757040855;709.547.758.102.417;1,74E+48;0.0;0.062;0.0;1,08E+47;0.783;0.052;1,36E+48;9,13E+46;0.217;0.037;3,79E+47;6,39E+46;-0.045;0.151;17.14;0.49;2009ApJ...701.1123D;no_AGN;false;false;false;false;false;false;false;false;false;true
MIPS562;XFLS CH4 J171239.6+585954;Dasyra09;17:12:39.6;+58:59:55.1;0.54; ;0.54;IRgal;MIR_SB;20.9;R; ; ; ; ; ; ;0.0;-2.0E-5;2.82E-4;3.12E-5;IRS;9,32E+11;1,02E+12; ; ; ;Condon2003;3,32E+11;2,80E+10;9.24;33.88;6.0;22.000.002; ; ; ; ; ; ;1,97E+47;2,49E+46;5,86E+46;4,04E+46;7,79E+46;2,20E+46;2,58E+47;2,79E+46;1,54E+47;3,44E+46;1,17E+47;2,58E+46;1,03E+47;2,15E+46;1,37E+47;2,46E+46; ; ;-0.8721664686749163;2;-1.217;0.866;9.8;0.0;5,46E+46;6,86E+45;-3,84E+46;1,70E+46;-1.234;0.161;-6,70E+46;1,59E+46;4.22;-1; ; ; ; ; ; ; ; ; ;0;8,99E+45;3,14E+45;0.6618;0.2836;1,36E+46;3,37E+45;7,74E-12;2,71E-12;286.104.935.046.723;90.0;3,44E+47;0.135;0.083;4,65E+46;2,85E+46;0.312;0.045;1,07E+47;1,56E+46;0.553;0.054;1.9E44;1,86E+46;1.204;0.252;56.69;1.11;2009ApJ...701.1123D;no_AGN;false;false;false;false;false;false;false;false;false;true
MIPS8034;XFLS CH1 J171210.2+601858;Yan07;17:12:10.28;+60:18:58.1;0.95; ;0.95;ULIRG;MIR_AGN;22.33;R; ; ; ; ; ; ;5.65E-5;6.74E-6;2.26E-4;2.55E-5;24 microns (MIPS);0.00304;-99.0; ; ; ;Condon2003;1,39E+12;2,20E+10;14.08;33.917;72.205.124;17.393.333; ; ; ; ; ; ; ; ;8,11E+47;2,95E+47;8,66E+47;2,59E+47;1,64E+48;1,43E+47;1,72E+48;1,04E+47;1,82E+48;1,09E+47; ; ; ; ; ; ; ;0;-0.232;0.827;9.8;0.221;3,71E+47;8.81E43;-7,69E+46;2,94E+47;-0.147;0.47;-5,19E+46;2,12E+47;0.24;-1; ; ; ; ; ; ; ; ; ;2;-5.21E41;1,94E+46;-0.0038;0.1399;1,39E+47;1,88E+46;-1,11E-13;4,14E-12;0.026833976375260953;7.779.487.609.863.280;2,01E+48;0.231;0.182;4,65E+47;3,67E+47;0.715;0.137;1.44E45;2,75E+47;0.053;0.065;1,07E+47;1,32E+47;-0.061;0.27;6.84;0.17;2007ApJ...658..778Y;no_AGN;false;false;false;false;false;false;false;true;false;false
MIPS8040;SDSS J171312.08+600840.4;Dasyra09;17:13:12.0;+60:08:40.2;0.75943;0.75943;0.76;IRgal;MIR_SB;20.7;i;r (SDSS Model) AB;7.73E-6;7.97E-7; ; ; ;3.43E-4;3.53E-5;4.95E-4;5.28E-5;24 microns (MIPS);0.00288;7.0E-5;70 microns (MIPS);0.0266;0.0049;Condon2003;5,12E+10;3,10E+10;10.556;34.963;59.996.705;19.871.778; ; ; ; ; ; ;8,88E+47;6,07E+46;5,78E+47;9,44E+46;2,57E+47;7,85E+46;9,93E+47;1,25E+47;8,74E+47;6,21E+46;8,35E+47;6,09E+46;8,34E+47;8,15E+46; ; ; ; ;-13.393.162.839.429.200;2;-1.638;1.575;9.8;0.0;2,64E+47;1,19E+46;-2,13E+47;8,13E+46;-1.201;0.134;-3,13E+47;3,69E+46;8.49;-1; ; ; ; ; ; ; ; ; ;0;3,90E+46;1,39E+46;0.7869;0.4004;4.95E43;1,79E+46;1,45E-11;5,19E-12;27.946.841.502.625.400;9.000.329.494.476.310;1,62E+48;0.462;0.05;7,46E+47;8,06E+46;0.245;0.027;3,96E+47;4,40E+46;0.293;0.031;4,74E+47;4,97E+46;1.08;0.191;48.02;0.94;2009ApJ...701.1123D;no_AGN;false;false;false;false;false;false;false;false;false;true
MIPS8107;SSTXFLS J171638.6+594944;Dasyra09;17:16:38.7;+59:49:44.5;0.94; ;0.94;IRgal;MIR_AGN2;22.1;R;R (Cousins) m_aper;2.18E-6;8.02E-8; ; ; ; ; ; ; ;24 microns (MIPS);0.00184;3,00E+11; ; ; ;NED;1,20E+12;-99.0;11.64;30.721;6.0;158.355.665; ; ; ; ; ; ;9,46E+47;1,13E+47;6,92E+47;1,20E+47;6,00E+47;1,06E+47;1,08E+48;1,07E+47;1,22E+48;7,63E+46;1,28E+48;7,90E+46; ; ; ; ; ; ;-0.6329878942017337;2;-0.565;0.491;9.8;0.0;3,68E+47;2,51E+46;-1,59E+47;1,03E+47;-0.676;0.225;-2,47E+47;9,05E+46;2.73;-1; ; ; ; ; ; ; ; ; ;0;1,33E+46;1,73E+46;0.1856;0.2457;7,17E+46;1.84E43;2,92E-12;3,79E-12;0.7700026538277915;90.0;2,01E+48;0.664;0.071;1,34E+48;1,43E+47;0.266;0.041;5,35E+47;8,21E+46;0.069;0.035;1,39E+47;7,02E+46;0.786;0.169;10.51;0.21;2009ApJ...701.1123D;no_AGN;false;false;false;false;false;false;false;false;false;true
MIPS8121;SSTXFLS J171322.8+601044;Dasyra09;17:13:22.8;+60:10:44.6;1.21; ;1.21;IRgal;MIR_AGN2;23.4;R;R (Cousins) m_aper;1.08E-6;6.97E-8; ; ; ; ; ; ; ;24 microns (MIPS);0.00189;6,00E+10; ; ; ;NVSS; ; ;8.84;31.997;4.0;1.447.828; ; ; ; ;1.72E45;1,64E+47;1,93E+48;1,85E+47;1,75E+48;2,87E+47;1,81E+48;2,28E+47;2,52E+48;1,64E+47; ; ; ; ; ; ; ; ; ; ; ;0;-0.406;0.53;9.8;0.0;1,25E+48;1,55E+47;-4,16E+47;4,35E+47;-0.504;0.188;-6,27E+47;2.82E44;2.22;0;1,69E+46;3,76E+46;0.0652;0.1448;2.6E44;3,87E+46;1,98E-12;4.38E-15;0.4511415267265475;0;1,87E+46;2,00E+46;0.0962;0.1036;1,94E+47;2,28E+46;2,18E-12;2,34E-12;0.934475382810818;9.478.280.067.443.840;5,27E+48;0.575;0.026;3,03E+48;1,39E+47;0.339;0.022;1,79E+48;1,17E+47;0.086;0.018;4,52E+47;9.31E43;0.425;0.131;14.27;0.23;2009ApJ...701.1123D;no_AGN;false;false;false;false;false;false;false;false;false;true
MIPS8179;SDSS J171614.96+601332.4;Dasyra09;17:16:15.0;+60:13:32.4;0.59; ;0.59;IRgal;MIR_AGN2;20.8;R;r (SDSS Model) AB;9.96E-6;7.33E-7; ; ; ;1.24E-4;1.34E-5;2.74E-4;3.08E-5;24 microns (MIPS);0.0012;2.04E-4; ; ; ;NVSS; ; ;9.54;30.24;60.000.005;1.901.887; ; ; ; ; ; ;1,29E+47;2,90E+46;1,58E+47;5,04E+46;1,25E+47;2,62E+46;2,25E+47;3,43E+46;2,67E+47;3,52E+46;2,89E+47;2,71E+46;3,32E+47;2,66E+46; ; ; ; ;-0.42271024969469817;0;-0.476;0.935;9.8;0.343;4,59E+46;1.16E43;-1.74E43;2,34E+46;-0.405;0.522;-1,87E+46;2,09E+46;0.9;-1; ; ; ; ; ; ; ; ; ;0;4,83E+45;3,87E+45;0.3105;0.265;1,55E+46;4.5E42;3,35E-12;2,69E-12;12.451.637.309.501.200;8.999.999.523.162.840;2.88E44;0.49;0.109;1.41E44;3.14E43;0.5;0.079;1,44E+47;2,26E+46;0.011;0.047;3,04E+45;1,35E+46;0.507;0.246;9.01;0.18;2009ApJ...701.1123D;no_AGN;false;false;false;false;false;false;false;false;false;true
MIPS8184;SSTXFLS J171226.7+595953;Yan07;17:12:26.76;+59:59:53.5;0.99; ;0.99;ULIRG;MIR_SB;22.55;R;R (KPNO);3.47E-6;-99.0; ; ; ;1.04E-4;2.0E-6;1.4E-4;2.1E-5;24 microns (MIPS);0.00161;-99.0;70 microns (MIPS);0.0197;0.0014;Condon2003;1,61E+12;2,40E+11;14.087;38.431;70.788.946;1.931.206; ; ; ; ; ; ; ; ;5,42E+47;1,65E+47;4,86E+47;1.35E44;1,14E+48;7,78E+46;1.04E45;6,17E+46;1,17E+48;6.65E43;1,45E+48;2,20E+47; ; ; ; ; ;2;-0.684;0.832;9.8;0.0;3,47E+47;3,40E+46;-1,72E+47;1,44E+47;-0.734;0.247;-2,55E+47;9,30E+46;2.75;-1; ; ; ; ; ; ; ; ; ;0;2,75E+46;1,41E+46;0.3202;0.1723;8,58E+46;1,39E+46;5,29E-12;2,71E-12;19.487.840.013.769.700;792.110.538.482.666;1,61E+48;0.0;0.07;0.0;1,14E+47;0.639;0.053;1,03E+48;8,49E+46;0.361;0.036;5,82E+47;5,74E+46;-0.025;0.195;22.75;0.55;2007ApJ...658..778Y;no_AGN;false;false;false;false;false;false;true;true;false;false
MIPS8196;SSTXFLS J171510.2+600955;Yan07;17:15:10.28;+60:09:55.2;2.6; ;2.6;ULIRG;MIR_AGN;22.67;R;R (KPNO);3.11E-6;-99.0; ; ; ;8.1E-5;6.0E-6;1.49E-4;2.7E-5;24 microns (MIPS);0.0015;6,00E+10;70 microns (MIPS);0.0057;0.0012;NVSS; ; ;14.095;37.739;3.915.278;10.483.055; ; ; ; ;9,30E+48;1,31E+48;1,56E+49;8,47E+47;9,49E+48;1,26E+48; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-3; ; ; ; ; ; ; ; ; ; ; ; ; ;2;-1,41E+46;1,79E+47;-0.0068;0.0857;2.09E45;1,90E+47;-2,48E-13;3,14E-12;0.07892390847594542;-1; ; ; ; ; ; ; ; ; ;5.483.055.114.746.090; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2007ApJ...658..778Y;no_AGN;false;false;false;false;false;false;false;true;false;false
MIPS8204;FLS11+17(R) J171440.8+595818;Dasyra09;17:14:40.9;+59:58:19.2;0.84; ;0.84;IRgal;MIR_SB;22.8;R;R (Cousins) m_aper;1.9E-6;6.98E-8; ; ; ;1.63E-4;1.68E-5;2.23E-4;2.48E-5;IRS;0.0016899999999999999;8,40E+10; ; ; ;Condon2003;1,54E+12;2,40E+11;14.155;32.951;7.692.935;17.908.154; ; ; ; ; ; ; ; ;3.89E44;7,35E+46;3,22E+47;6.16E43;7,38E+47;8,36E+46;6,12E+47;4.84E43;6,06E+47;4,81E+46; ; ; ; ; ; ; ;2;-1.084;0.493;9.8;0.0;3,44E+47;1,78E+46;-2,28E+47;5,42E+46;-1.201;0.089;-4,10E+47;4,31E+46;9.51;-1; ; ; ; ; ; ; ; ; ;0;2,17E+46;1,23E+46;0.3979;0.2393;5,45E+46;1,13E+46;6,29E-12;3,55E-12;17.711.148.653.683.800;7.307.065.010.070.800;1,41E+48;0.248;0.16;3,51E+47;2,26E+47;0.237;0.08;3,35E+47;1,14E+47;0.515;0.083;7,28E+47;1.17E44;0.839;0.288;15.71;0.44;2009ApJ...701.1123D;no_AGN;false;false;false;false;false;false;false;false;false;true
MIPS8207;SSTXFLS J171448.5+594641;Yan07;17:14:48.54;+59:46:41.1;0.834;0.834;0.84;ULIRG;MIR_SB;22.34;R;R (KPNO);4.21E-6;-99.0; ; ; ;1.17E-4;5.0E-6;9.1E-5;1.8E-5;24 microns (MIPS);0.00152;3,00E+11;70 microns (MIPS);0.0179;0.0016;Condon2003;2,76E+12;2,60E+11;14.093;37.838;7.684.297;20.631.407; ; ; ; ; ; ; ; ;2,51E+47;8.22E43;2,22E+47;6,79E+46;6.03E44;6,99E+46;5,59E+47;4,23E+46;5.88E44;4,22E+46;8,66E+47;7,49E+46; ; ; ; ; ;2;-1.188;1.186;9.8;0.0;2,18E+47;2,13E+46;-1,51E+47;7,46E+46;-1.219;0.17;-2,63E+47;4,61E+46;5.7;-1; ; ; ; ; ; ; ; ; ;0;1,48E+46;9,75E+45;0.4423;0.3273;3,35E+46;1,14E+46;4,38E-12;2,88E-12;1.521.376.468.322.960;731.570.291.519.165;7,72E+47;0.0;0.211;0.0;1,63E+47;0.574;0.128;4,43E+47;9,92E+46;0.426;0.1;3,29E+47;7,75E+46;0.733;0.394;10.43;0.28;2007ApJ...658..778Y;no_AGN;false;false;false;false;false;false;false;true;false;false
MIPS8242;SSTXFLS J171433.1+593910;Yan07;17:14:33.17;+59:39:11.2;2.45; ;2.45;ULIRG;unknown;22.94;R;R (KPNO);2.42E-6;-99.0; ; ; ;5.0E-5;3.0E-6;8.8E-5;1.7E-5;24 microns (MIPS);0.0013100000000000002;3,00E+11;70 microns (MIPS);0.0050;0.0015;NVSS; ; ;14.092;38.096;40.846.376;11.042.319; ; ; ; ;3,33E+48;1,10E+48;8,86E+48;7,91E+47;6,31E+48;9,05E+47;4,80E+48;1,44E+48; ; ; ; ; ; ; ; ; ; ; ; ; ;-4; ; ; ; ; ; ; ; ; ; ; ; ; ;0;6,28E+46;1,83E+47;0.0749;0.2196;8,39E+47;2,35E+47;1,27E-12;3,72E-12;0.34257265398829767;-1; ; ; ; ; ; ; ; ; ;6.042.319.297.790.520; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2007ApJ...658..778Y;no_AGN;false;false;false;false;false;false;false;true;false;false
MIPS8245;XFLS VCH4 J171536.3+593614;Yan07;17:15:36.34;+59:36:14.8;2.7; ;2.7;ULIRG;MIR_AGN;25.73;R;R (KPNO);0.0;-1.86E-7; ; ; ;0.0;0.0;0.0;0.0;24 microns (MIPS);0.00134;-99.0;70 microns (MIPS);0.0013;0.0016;Condon2003;2,10E+12;2,30E+11;14.088;38.435;38.075.676;10.387.838; ; ; ; ;7,66E+48;1,77E+48;9,40E+48;9,17E+47;3,99E+48;1,64E+48; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-3; ; ; ; ; ; ; ; ; ; ; ; ; ;2;-8,79E+46;2,05E+47;-0.0561;0.1311;1,57E+48;2.37E44;-1,40E-12;3,28E-12;0.4287022937781873;-1; ; ; ; ; ; ; ; ; ;5.387.838.363.647.460; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2007ApJ...658..778Y;no_AGN;false;false;false;false;false;false;false;true;false;false
MIPS8253;SSTXFLS J171507.8+601352;Dasyra09;17:15:07.8;+60:13:52.9;0.96; ;0.96;IRgal;MIR_SB;21.8;R;R (Cousins) m_aper;4.3E-6;7.93E-8; ; ; ;1.13E-4;1.24E-5;4.4E-4;4.7E-5;24 microns (MIPS);0.00125;6,00E+10; ; ; ;FIRST;0.010220000000000002;1,40E+12;11.76;35.99;6.0;18.362.246; ; ; ; ; ; ;9,63E+47;1,25E+47;4.67E44;1,31E+47;2,32E+47;1,20E+47;7,83E+47;1,05E+47;9,42E+47;7,80E+46;9,96E+47;8,25E+46; ; ; ; ; ; ;-15.341.963.625.309.300;2;-1.379;1.457;9.8;0.0;3.79E44;2,78E+46;-2,84E+47;1,36E+47;-1.402;0.284;-5.24E44;1,28E+47;4.09;-1; ; ; ; ; ; ; ; ; ;0;1,46E+46;1,96E+46;0.3858;0.5537;3,80E+46;1,98E+46;3,05E-12;4,07E-12;0.7479734721182908;90.0;1,83E+48;0.594;0.059;1,09E+48;1,08E+47;0.189;0.034;3,47E+47;6,24E+46;0.217;0.035;3,97E+47;6,46E+46;2.135;0.377;26.78;0.53;2009ApJ...701.1123D;no_AGN;false;false;false;false;false;false;false;false;false;true
MIPS8268;SSTXFLS J171624.6+593752;Yan07;17:16:24.74;+59:37:52.6;0.8; ;0.8;ULIRG;unknown;22.59;R;R (KPNO);3.35E-6;-99.0; ; ; ;9.5E-5;2.0E-6;2.18E-4;1.4E-5;24 microns (MIPS);0.00125;-99.0;70 microns (MIPS);0.0039;0.0018;NVSS; ; ;14.079;35.962;7.821.667;1.997.889; ; ; ; ; ; ; ; ;2.35E44;8,30E+46;2,10E+47;6,80E+46;4,66E+47;8,24E+46;4,78E+47;5,02E+46;5,07E+47;5,04E+46;6,21E+47;7,61E+46; ; ; ; ; ;2;-0.44;0.503;9.8;0.256;1,09E+47;1,94E+46;-3,90E+46;3,70E+46;-0.544;0.375;-5,96E+46;4,66E+46;1.28;-1; ; ; ; ; ; ; ; ; ;2;-1,17E+45;1,17E+46;-0.0344;0.3452;3,39E+46;1,05E+46;-3,82E-13;3,83E-12;0.09971264660303372;7.178.332.805.633.540;5,50E+47;0.327;0.252;1.8E44;1,39E+47;0.595;0.194;3,28E+47;1,07E+47;0.077;0.114;4,25E+46;6,30E+46;0.568;0.44;2.23;0.06;2007ApJ...658..778Y;no_AGN;false;false;false;false;false;false;false;true;false;false
MIPS8308;SDSS J171634.40+601543.7;Dasyra09;17:16:34.4;+60:15:44.0;0.37; ;0.37;IRgal;MIR_SB;20.2;R;r (SDSS Model) AB;2.31E-5;8.76E-7; ; ; ;8.94E-5;1.01E-5;2.42E-4;2.8E-5;24 microns (MIPS);0.00126;6,00E+10; ; ; ;NVSS; ; ;14.152;30.92;10.329.927;22.569.344; ; ; ; ; ; ; ; ; ; ; ; ;6,68E+46;8,31E+45;4,40E+46;8,70E+45;5,49E+46;1.21E43;7,76E+46;7,77E+45;8,50E+46;7,79E+45; ; ; ;-3; ; ; ; ; ; ; ; ; ; ; ; ; ;-1; ; ; ; ; ; ; ; ; ;0;4,69E+45;9,86E+44;13.527;0.5358;3,46E+45;1,16E+45;9,99E-12;2,10E-12;4.752.498.666.558.080;4.670.072.555.541.990; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2009ApJ...701.1123D;no_AGN;false;false;false;false;false;false;false;false;false;true
MIPS8311;SDSS J171527.75+600726.2;Dasyra09;17:15:27.7;+60:07:26.3;1.18; ;1.18;IRgal;MIR_SB;22.1;g;r (SDSS Model) AB;4.58E-6;7.6E-7; ; ; ;1.0E-4;1.12E-5;2.29E-4;2.85E-5;24 microns (MIPS);0.00117;6,00E+10; ; ; ;Condon2003;1,29E+11;2,50E+11;14.072;34.477;6.455.046;1.581.514; ; ; ; ; ; ;1,19E+48;1.48E44;8.48E44;2,14E+47;5.49E44;1,89E+47;1,34E+48;1,30E+47;1,24E+48;1,21E+47;1,26E+48;1,75E+47; ; ; ; ; ; ;-0.8623318179990982;2;-0.482;0.94;9.8;0.0;5,08E+47;5,85E+46;-1,95E+47;2.91E44;-0.723;0.264;-3.65E44;1,46E+47;2.51;-1; ; ; ; ; ; ; ; ; ;0;3,14E+46;1,56E+46;0.3153;0.1653;9,97E+46;1,73E+46;3,91E-12;1,93E-12;2.021.221.638.973.680;85.449.538.230.896;2,83E+48;0.487;0.087;1.38E45;2,46E+47;0.255;0.051;7,22E+47;1,45E+47;0.258;0.043;7,30E+47;1,21E+47;0.69;0.253;19.11;0.41;2009ApJ...701.1123D;no_AGN;false;false;false;false;false;false;false;false;false;true
